OrderDate,Subtype,Counts
05/09/2022,GAUNTLETS / GLOVES,2
05/09/2022,GOGGLES,2
05/09/2022,HEAVY ARMOUR,12
05/09/2022,HELMET,13
05/09/2022,IOUN STONE,7
05/09/2022,LIGHT ARMOUR,7
05/09/2022,LIVESTOCK,1
05/09/2022,MAGIC UTILITY,50
05/09/2022,MARTIAL MELEE WEAPON,53
05/09/2022,MARTIAL RANGED WEAPON,13
05/09/2022,MEDIUM ARMOUR,3
05/09/2022,MOUNT,17
05/09/2022,POTIONS & ALCHEMY,22
05/09/2022,RING,16
05/09/2022,ROD,4
05/09/2022,SCROLL,27
05/09/2022,SHIELD,9
05/09/2022,SIMPLE MELEE WEAPON,24
05/09/2022,SIMPLE RANGED WEAPON,17
05/09/2022,SPELL FOCUS,15
05/09/2022,STAFF,14
05/09/2022,STRING INSTRUMENT,8
05/09/2022,SUMMONING DEVICE,9
05/09/2022,SURVIVAL & WILDERNESS,12
05/09/2022,TOOL KITS,12
05/09/2022,TOOLS,26
05/09/2022,WAND,13
05/09/2022,WEAPON OTHER,2
05/09/2022,WIND INSTRUMENT,6
05/09/2023,AMMUNITION,7
05/09/2023,AMULET / NECKLACE,8
05/09/2023,ARMOUR OTHER,12
05/09/2023,BELT / GIRDLE,3
05/09/2023,BOOTS,2
05/09/2023,BRACERS,4
05/09/2023,BRASS INSTRUMENT,2
05/09/2023,CLOAK,11
05/09/2023,CLOTHING,7
05/09/2023,CONTAINER,7
05/09/2023,GAMING SET,7
05/09/2023,GAUNTLETS / GLOVES,4
05/09/2023,GOGGLES,6
05/09/2023,HEAVY ARMOUR,16
05/09/2023,HELMET,15
05/09/2023,IOUN STONE,9
05/09/2023,LIGHT ARMOUR,7
05/09/2023,LIVESTOCK,2
05/09/2023,MAGIC UTILITY,48
05/09/2023,MARTIAL MELEE WEAPON,50
05/09/2023,MARTIAL RANGED WEAPON,10
05/09/2023,MEDIUM ARMOUR,5
05/09/2023,MOUNT,15
05/09/2023,PERCUSSION INSTRUMENT,1
05/09/2023,POTIONS & ALCHEMY,25
05/09/2023,RING,20
05/09/2023,ROD,6
05/09/2023,SCROLL,28
05/09/2023,SHIELD,9
05/09/2023,SIMPLE MELEE WEAPON,20
05/09/2023,SIMPLE RANGED WEAPON,14
05/09/2023,SPELL FOCUS,21
05/09/2023,STAFF,17
05/09/2023,STRING INSTRUMENT,11
05/09/2023,SUMMONING DEVICE,17
05/09/2023,SURVIVAL & WILDERNESS,14
05/09/2023,TOOL KITS,17
05/09/2023,TOOLS,29
05/09/2023,VEHICLE,2
05/09/2023,WAND,10
05/09/2023,WEAPON OTHER,3
05/09/2023,WIND INSTRUMENT,2
05/10/2019,AMMUNITION,13
05/10/2019,AMULET / NECKLACE,6
05/10/2019,ARMOUR OTHER,11
05/10/2019,BELT / GIRDLE,6
05/10/2019,BOOTS,3
05/10/2019,CLOAK,12
05/10/2019,CLOTHING,9
05/10/2019,CONTAINER,11
05/10/2019,GAMING SET,6
05/10/2019,GAUNTLETS / GLOVES,5
05/10/2019,GOGGLES,2
05/10/2019,HEAVY ARMOUR,16
05/10/2019,HELMET,8
05/10/2019,IOUN STONE,7
05/10/2019,LIGHT ARMOUR,8
05/10/2019,LIVESTOCK,2
05/10/2019,MAGIC UTILITY,56
05/10/2019,MARTIAL MELEE WEAPON,43
05/10/2019,MARTIAL RANGED WEAPON,9
05/10/2019,MEDIUM ARMOUR,10
05/10/2019,MOUNT,20
05/10/2019,PERCUSSION INSTRUMENT,2
05/10/2019,POTIONS & ALCHEMY,29
05/10/2019,RING,18
05/10/2019,ROD,5
05/10/2019,SCROLL,26
05/10/2019,SHIELD,14
05/10/2019,SIMPLE MELEE WEAPON,33
05/10/2019,SIMPLE RANGED WEAPON,11
05/10/2019,SPELL FOCUS,24
05/10/2019,STAFF,13
05/10/2019,STRING INSTRUMENT,3
05/10/2019,SUMMONING DEVICE,18
05/10/2019,SURVIVAL & WILDERNESS,27
05/10/2019,TOOL KITS,9
05/10/2019,TOOLS,39
05/10/2019,WAND,13
05/10/2019,WEAPON OTHER,1
05/10/2019,WIND INSTRUMENT,2
05/10/2020,AMMUNITION,10
05/10/2020,AMULET / NECKLACE,7
05/10/2020,ARMOUR OTHER,14
05/10/2020,BELT / GIRDLE,5
05/10/2020,BOOTS,1
05/10/2020,BRACERS,4
05/10/2020,BRASS INSTRUMENT,3
05/10/2020,CLOAK,17
05/10/2020,CLOTHING,9
05/10/2020,CONTAINER,5
05/10/2020,GAUNTLETS / GLOVES,5
05/10/2020,GOGGLES,6
05/10/2020,HEAVY ARMOUR,15
05/10/2020,HELMET,18
05/10/2020,IOUN STONE,6
05/10/2020,LIGHT ARMOUR,5
05/10/2020,LIVESTOCK,3
05/10/2020,MAGIC UTILITY,37
05/10/2020,MARTIAL MELEE WEAPON,50
05/10/2020,MARTIAL RANGED WEAPON,5
05/10/2020,MEDIUM ARMOUR,3
05/10/2020,MOUNT,17
05/10/2020,POTIONS & ALCHEMY,15
05/10/2020,RING,18
05/10/2020,ROD,5
05/10/2020,SCROLL,26
05/10/2020,SHIELD,8
05/10/2020,SIMPLE MELEE WEAPON,28
05/10/2020,SIMPLE RANGED WEAPON,7
05/10/2020,SPELL FOCUS,25
05/10/2020,STAFF,12
05/10/2020,STRING INSTRUMENT,5
05/10/2020,SUMMONING DEVICE,13
05/10/2020,SURVIVAL & WILDERNESS,13
05/10/2020,TOOL KITS,16
05/10/2020,TOOLS,18
05/10/2020,WAND,9
05/10/2020,WEAPON OTHER,4
05/10/2020,WIND INSTRUMENT,1
05/10/2021,AMMUNITION,11
05/10/2021,AMULET / NECKLACE,6
05/10/2021,ARMOUR OTHER,9
05/10/2021,BELT / GIRDLE,1
05/10/2021,BOOTS,5
05/10/2021,BRACERS,4
05/10/2021,BRASS INSTRUMENT,1
05/10/2021,CLOAK,10
05/10/2021,CLOTHING,13
05/10/2021,CONTAINER,9
05/10/2021,GAMING SET,3
05/10/2021,GAUNTLETS / GLOVES,1
05/10/2021,GOGGLES,6
05/10/2021,HEAVY ARMOUR,8
05/10/2021,HELMET,10
05/10/2021,IOUN STONE,6
05/10/2021,LIGHT ARMOUR,11
05/10/2021,LIVESTOCK,3
05/10/2021,MAGIC UTILITY,34
05/10/2021,MARTIAL MELEE WEAPON,52
05/10/2021,MARTIAL RANGED WEAPON,7
05/10/2021,MEDIUM ARMOUR,5
05/10/2021,MOUNT,19
05/10/2021,PERCUSSION INSTRUMENT,2
05/10/2021,POTIONS & ALCHEMY,25
05/10/2021,RING,10
05/10/2021,ROD,15
05/10/2021,SCROLL,19
05/10/2021,SHIELD,12
05/10/2021,SIMPLE MELEE WEAPON,33
05/10/2021,SIMPLE RANGED WEAPON,17
05/10/2021,SPELL FOCUS,18
05/10/2021,STAFF,10
05/10/2021,STRING INSTRUMENT,5
05/10/2021,SUMMONING DEVICE,16
05/10/2021,SURVIVAL & WILDERNESS,13
05/10/2021,TOOL KITS,14
05/10/2021,TOOLS,30
05/10/2021,VEHICLE,1
05/10/2021,WAND,5
05/10/2021,WEAPON OTHER,4
05/10/2021,WIND INSTRUMENT,3
05/10/2022,AMMUNITION,9
05/10/2022,AMULET / NECKLACE,4
05/10/2022,ARMOUR OTHER,14
05/10/2022,BELT / GIRDLE,3
05/10/2022,BOOTS,1
05/10/2022,BRACERS,1
05/10/2022,BRASS INSTRUMENT,3
05/10/2022,CLOAK,11
05/10/2022,CLOTHING,9
05/10/2022,CONTAINER,11
05/10/2022,GAMING SET,4
05/10/2022,GOGGLES,6
05/10/2022,HEAVY ARMOUR,12
05/10/2022,HELMET,21
05/10/2022,IOUN STONE,9
05/10/2022,LIGHT ARMOUR,11
05/10/2022,LIVESTOCK,5
05/10/2022,MAGIC UTILITY,50
05/10/2022,MARTIAL MELEE WEAPON,46
05/10/2022,MARTIAL RANGED WEAPON,9
05/10/2022,MEDIUM ARMOUR,7
05/10/2022,MOUNT,20
05/10/2022,PERCUSSION INSTRUMENT,2
05/10/2022,POTIONS & ALCHEMY,14
05/10/2022,RING,16
05/10/2022,ROD,4
05/10/2022,SCROLL,25
05/10/2022,SHIELD,13
05/10/2022,SIMPLE MELEE WEAPON,31
05/10/2022,SIMPLE RANGED WEAPON,10
05/10/2022,SPELL FOCUS,28
05/10/2022,STAFF,8
05/10/2022,STRING INSTRUMENT,7
05/10/2022,SUMMONING DEVICE,14
05/10/2022,SURVIVAL & WILDERNESS,13
05/10/2022,TOOL KITS,15
05/10/2022,TOOLS,26
05/10/2022,WAND,19
05/10/2022,WEAPON OTHER,3
05/10/2022,WIND INSTRUMENT,3
05/10/2023,AMMUNITION,14
05/10/2023,AMULET / NECKLACE,3
05/10/2023,ARMOUR OTHER,16
05/10/2023,BELT / GIRDLE,1
05/10/2023,BOOTS,5
05/10/2023,BRACERS,1
05/10/2023,BRASS INSTRUMENT,3
05/10/2023,CLOAK,6
05/10/2023,CLOTHING,4
05/10/2023,CONTAINER,9
05/10/2023,GAMING SET,4
05/10/2023,GAUNTLETS / GLOVES,3
05/10/2023,GOGGLES,4
05/10/2023,HEAVY ARMOUR,17
05/10/2023,HELMET,11
05/10/2023,IOUN STONE,12
05/10/2023,LIGHT ARMOUR,9
05/10/2023,LIVESTOCK,1
05/10/2023,MAGIC UTILITY,66
05/10/2023,MARTIAL MELEE WEAPON,51
05/10/2023,MARTIAL RANGED WEAPON,5
05/10/2023,MEDIUM ARMOUR,10
05/10/2023,MOUNT,22
05/10/2023,PERCUSSION INSTRUMENT,2
05/10/2023,POTIONS & ALCHEMY,30
05/10/2023,RING,18
05/10/2023,ROD,8
05/10/2023,SCROLL,17
05/10/2023,SHIELD,14
05/10/2023,SIMPLE MELEE WEAPON,30
05/10/2023,SIMPLE RANGED WEAPON,16
05/10/2023,SPELL FOCUS,23
05/10/2023,STAFF,10
05/10/2023,STRING INSTRUMENT,6
05/10/2023,SUMMONING DEVICE,20
05/10/2023,SURVIVAL & WILDERNESS,19
05/10/2023,TOOL KITS,23
05/10/2023,TOOLS,35
05/10/2023,VEHICLE,1
05/10/2023,WAND,19
05/10/2023,WEAPON OTHER,3
05/10/2023,WIND INSTRUMENT,2
05/11/2019,AMMUNITION,9
05/11/2019,AMULET / NECKLACE,5
05/11/2019,ARMOUR OTHER,16
05/11/2019,BELT / GIRDLE,1
05/11/2019,BOOTS,3
05/11/2019,BRACERS,2
05/11/2019,BRASS INSTRUMENT,1
05/11/2019,CLOAK,10
05/11/2019,CLOTHING,7
05/11/2019,CONTAINER,8
05/11/2019,GAMING SET,4
05/11/2019,GAUNTLETS / GLOVES,2
05/11/2019,GOGGLES,4
05/11/2019,HEAVY ARMOUR,15
05/11/2019,HELMET,8
05/11/2019,IOUN STONE,8
05/11/2019,LIGHT ARMOUR,8
05/11/2019,LIVESTOCK,3
05/11/2019,MAGIC UTILITY,41
05/11/2019,MARTIAL MELEE WEAPON,44
05/11/2019,MARTIAL RANGED WEAPON,7
05/11/2019,MEDIUM ARMOUR,10
05/11/2019,MOUNT,13
05/11/2019,POTIONS & ALCHEMY,22
05/11/2019,RING,15
05/11/2019,ROD,2
05/11/2019,SCROLL,21
05/11/2019,SHIELD,10
05/11/2019,SIMPLE MELEE WEAPON,25
05/11/2019,SIMPLE RANGED WEAPON,9
05/11/2019,SPELL FOCUS,27
05/11/2019,STAFF,7
05/11/2019,STRING INSTRUMENT,6
05/11/2019,SUMMONING DEVICE,5
05/11/2019,SURVIVAL & WILDERNESS,16
05/11/2019,TOOL KITS,12
05/11/2019,TOOLS,17
05/11/2019,WAND,6
05/11/2019,WEAPON OTHER,3
05/11/2019,WIND INSTRUMENT,3
05/11/2020,AMMUNITION,12
05/11/2020,AMULET / NECKLACE,6
05/11/2020,ARMOUR OTHER,13
05/11/2020,BELT / GIRDLE,7
05/11/2020,BOOTS,1
05/11/2020,BRACERS,6
05/11/2020,BRASS INSTRUMENT,5
05/11/2020,CLOAK,15
05/11/2020,CLOTHING,8
05/11/2020,CONTAINER,12
05/11/2020,GAMING SET,2
05/11/2020,GAUNTLETS / GLOVES,9
05/11/2020,GOGGLES,2
05/11/2020,HEAVY ARMOUR,7
05/11/2020,HELMET,13
05/11/2020,IOUN STONE,14
05/11/2020,LIGHT ARMOUR,12
05/11/2020,LIVESTOCK,4
05/11/2020,MAGIC UTILITY,42
05/11/2020,MARTIAL MELEE WEAPON,62
05/11/2020,MARTIAL RANGED WEAPON,5
05/11/2020,MEDIUM ARMOUR,5
05/11/2020,MOUNT,16
05/11/2020,PERCUSSION INSTRUMENT,3
05/11/2020,POTIONS & ALCHEMY,18
05/11/2020,RING,11
05/11/2020,ROD,3
05/11/2020,SCROLL,26
05/11/2020,SHIELD,7
05/11/2020,SIMPLE MELEE WEAPON,29
05/11/2020,SIMPLE RANGED WEAPON,6
05/11/2020,SPELL FOCUS,23
05/11/2020,STAFF,8
05/11/2020,STRING INSTRUMENT,2
05/11/2020,SUMMONING DEVICE,17
05/11/2020,SURVIVAL & WILDERNESS,14
05/11/2020,TOOL KITS,12
05/11/2020,TOOLS,28
05/11/2020,VEHICLE,1
05/11/2020,WAND,5
05/11/2020,WEAPON OTHER,7
05/11/2021,AMMUNITION,9
05/11/2021,AMULET / NECKLACE,3
05/11/2021,ARMOUR OTHER,14
05/11/2021,BELT / GIRDLE,1
05/11/2021,BOOTS,3
05/11/2021,BRACERS,3
05/11/2021,BRASS INSTRUMENT,1
05/11/2021,CLOAK,9
05/11/2021,CLOTHING,7
05/11/2021,CONTAINER,5
05/11/2021,GAMING SET,6
05/11/2021,GAUNTLETS / GLOVES,2
05/11/2021,GOGGLES,2
05/11/2021,HEAVY ARMOUR,15
05/11/2021,HELMET,16
05/11/2021,IOUN STONE,14
05/11/2021,LIGHT ARMOUR,13
05/11/2021,LIVESTOCK,6
05/11/2021,MAGIC UTILITY,46
05/11/2021,MARTIAL MELEE WEAPON,50
05/11/2021,MARTIAL RANGED WEAPON,7
05/11/2021,MEDIUM ARMOUR,9
05/11/2021,MOUNT,26
05/11/2021,POTIONS & ALCHEMY,25
05/11/2021,RING,11
05/11/2021,ROD,3
05/11/2021,SCROLL,22
05/11/2021,SHIELD,3
05/11/2021,SIMPLE MELEE WEAPON,25
05/11/2021,SIMPLE RANGED WEAPON,10
05/11/2021,SPELL FOCUS,22
05/11/2021,STAFF,15
05/11/2021,STRING INSTRUMENT,5
05/11/2021,SUMMONING DEVICE,11
05/11/2021,SURVIVAL & WILDERNESS,14
05/11/2021,TOOL KITS,16
05/11/2021,TOOLS,26
05/11/2021,VEHICLE,2
05/11/2021,WAND,13
05/11/2021,WEAPON OTHER,7
05/11/2021,WIND INSTRUMENT,3
05/11/2022,AMMUNITION,17
05/11/2022,AMULET / NECKLACE,8
05/11/2022,ARMOUR OTHER,10
05/11/2022,BELT / GIRDLE,4
05/11/2022,BOOTS,2
05/11/2022,BRACERS,3
05/11/2022,BRASS INSTRUMENT,2
05/11/2022,CLOAK,9
05/11/2022,CLOTHING,9
05/11/2022,CONTAINER,6
05/11/2022,GAMING SET,3
05/11/2022,GAUNTLETS / GLOVES,1
05/11/2022,GOGGLES,4
05/11/2022,HEAVY ARMOUR,13
05/11/2022,HELMET,10
05/11/2022,IOUN STONE,10
05/11/2022,LIGHT ARMOUR,6
05/11/2022,LIVESTOCK,5
05/11/2022,MAGIC UTILITY,42
05/11/2022,MARTIAL MELEE WEAPON,56
05/11/2022,MARTIAL RANGED WEAPON,5
05/11/2022,MEDIUM ARMOUR,5
05/11/2022,MOUNT,24
05/11/2022,PERCUSSION INSTRUMENT,1
05/11/2022,POTIONS & ALCHEMY,14
05/11/2022,RING,10
05/11/2022,ROD,7
05/11/2022,SCROLL,19
05/11/2022,SHIELD,5
05/11/2022,SIMPLE MELEE WEAPON,27
05/11/2022,SIMPLE RANGED WEAPON,13
05/11/2022,SPELL FOCUS,18
05/11/2022,STAFF,12
05/11/2022,STRING INSTRUMENT,8
05/11/2022,SUMMONING DEVICE,10
05/11/2022,SURVIVAL & WILDERNESS,8
05/11/2022,TOOL KITS,10
05/11/2022,TOOLS,21
05/11/2022,VEHICLE,1
05/11/2022,WAND,14
05/11/2022,WEAPON OTHER,4
05/11/2022,WIND INSTRUMENT,5
05/11/2023,AMMUNITION,2
05/11/2023,AMULET / NECKLACE,5
05/11/2023,ARMOUR OTHER,7
05/11/2023,BELT / GIRDLE,3
05/11/2023,BOOTS,4
05/11/2023,BRACERS,2
05/11/2023,BRASS INSTRUMENT,3
05/11/2023,CLOAK,8
05/11/2023,CLOTHING,6
05/11/2023,CONTAINER,9
05/11/2023,GAMING SET,3
05/11/2023,GAUNTLETS / GLOVES,7
05/11/2023,GOGGLES,2
05/11/2023,HEAVY ARMOUR,9
05/11/2023,HELMET,16
05/11/2023,IOUN STONE,15
05/11/2023,LIGHT ARMOUR,4
05/11/2023,LIVESTOCK,4
05/11/2023,MAGIC UTILITY,44
05/11/2023,MARTIAL MELEE WEAPON,28
05/11/2023,MARTIAL RANGED WEAPON,5
05/11/2023,MEDIUM ARMOUR,4
05/11/2023,MOUNT,23
05/11/2023,PERCUSSION INSTRUMENT,1
05/11/2023,POTIONS & ALCHEMY,23
05/11/2023,RING,11
05/11/2023,ROD,4
05/11/2023,SCROLL,22
05/11/2023,SHIELD,8
05/11/2023,SIMPLE MELEE WEAPON,21
05/11/2023,SIMPLE RANGED WEAPON,4
05/11/2023,SPELL FOCUS,20
05/11/2023,STAFF,7
05/11/2023,STRING INSTRUMENT,6
05/11/2023,SUMMONING DEVICE,8
05/11/2023,SURVIVAL & WILDERNESS,14
05/11/2023,TOOL KITS,18
05/11/2023,TOOLS,32
05/11/2023,VEHICLE,2
05/11/2023,WAND,6
05/11/2023,WEAPON OTHER,2
05/11/2023,WIND INSTRUMENT,4
05/12/2019,AMMUNITION,7
05/12/2019,AMULET / NECKLACE,9
05/12/2019,ARMOUR OTHER,18
05/12/2019,BELT / GIRDLE,8
05/12/2019,BOOTS,4
05/12/2019,BRACERS,5
05/12/2019,BRASS INSTRUMENT,2
05/12/2019,CLOAK,13
05/12/2019,CLOTHING,15
05/12/2019,CONTAINER,7
05/12/2019,GAMING SET,2
05/12/2019,GAUNTLETS / GLOVES,6
05/12/2019,GOGGLES,3
05/12/2019,HEAVY ARMOUR,7
05/12/2019,HELMET,25
05/12/2019,IOUN STONE,9
05/12/2019,LIGHT ARMOUR,14
05/12/2019,LIVESTOCK,4
05/12/2019,MAGIC UTILITY,58
05/12/2019,MARTIAL MELEE WEAPON,49
05/12/2019,MARTIAL RANGED WEAPON,10
05/12/2019,MEDIUM ARMOUR,7
05/12/2019,MOUNT,21
05/12/2019,POTIONS & ALCHEMY,24
05/12/2019,RING,20
05/12/2019,ROD,7
05/12/2019,SCROLL,21
05/12/2019,SHIELD,7
05/12/2019,SIMPLE MELEE WEAPON,39
05/12/2019,SIMPLE RANGED WEAPON,4
05/12/2019,SPELL FOCUS,24
05/12/2019,STAFF,11
05/12/2019,STRING INSTRUMENT,15
05/12/2019,SUMMONING DEVICE,16
05/12/2019,SURVIVAL & WILDERNESS,11
05/12/2019,TOOL KITS,15
05/12/2019,TOOLS,34
05/12/2019,VEHICLE,1
05/12/2019,WAND,9
05/12/2019,WEAPON OTHER,3
05/12/2019,WIND INSTRUMENT,3
05/12/2020,AMMUNITION,5
05/12/2020,AMULET / NECKLACE,6
05/12/2020,ARMOUR OTHER,8
05/12/2020,BELT / GIRDLE,2
05/12/2020,BOOTS,5
05/12/2020,BRACERS,1
05/12/2020,BRASS INSTRUMENT,2
05/12/2020,CLOAK,7
05/12/2020,CLOTHING,3
05/12/2020,CONTAINER,5
05/12/2020,GAMING SET,6
05/12/2020,GAUNTLETS / GLOVES,3
05/12/2020,GOGGLES,4
05/12/2020,HEAVY ARMOUR,12
05/12/2020,HELMET,6
05/12/2020,IOUN STONE,7
05/12/2020,LIGHT ARMOUR,9
05/12/2020,LIVESTOCK,2
05/12/2020,MAGIC UTILITY,66
05/12/2020,MARTIAL MELEE WEAPON,33
05/12/2020,MARTIAL RANGED WEAPON,3
05/12/2020,MEDIUM ARMOUR,16
05/12/2020,MOUNT,21
05/12/2020,POTIONS & ALCHEMY,17
05/12/2020,RING,10
05/12/2020,ROD,6
05/12/2020,SCROLL,24
05/12/2020,SHIELD,10
05/12/2020,SIMPLE MELEE WEAPON,34
05/12/2020,SIMPLE RANGED WEAPON,7
05/12/2020,SPELL FOCUS,18
05/12/2020,STAFF,8
05/12/2020,STRING INSTRUMENT,7
05/12/2020,SUMMONING DEVICE,15
05/12/2020,SURVIVAL & WILDERNESS,9
05/12/2020,TOOL KITS,12
05/12/2020,TOOLS,21
05/12/2020,WAND,11
05/12/2020,WEAPON OTHER,1
05/12/2020,WIND INSTRUMENT,6
05/12/2021,AMMUNITION,13
05/12/2021,AMULET / NECKLACE,3
05/12/2021,ARMOUR OTHER,13
05/12/2021,BELT / GIRDLE,1
05/12/2021,BOOTS,2
05/12/2021,BRACERS,1
05/12/2021,BRASS INSTRUMENT,3
05/12/2021,CLOAK,8
05/12/2021,CLOTHING,8
05/12/2021,CONTAINER,8
05/12/2021,GAMING SET,2
05/12/2021,GAUNTLETS / GLOVES,3
05/12/2021,GOGGLES,4
05/12/2021,HEAVY ARMOUR,10
05/12/2021,HELMET,14
05/12/2021,IOUN STONE,5
05/12/2021,LIGHT ARMOUR,11
05/12/2021,LIVESTOCK,3
05/12/2021,MAGIC UTILITY,34
05/12/2021,MARTIAL MELEE WEAPON,41
05/12/2021,MARTIAL RANGED WEAPON,11
05/12/2021,MEDIUM ARMOUR,10
05/12/2021,MOUNT,19
05/12/2021,POTIONS & ALCHEMY,17
05/12/2021,RING,7
05/12/2021,ROD,4
05/12/2021,SCROLL,19
05/12/2021,SHIELD,10
05/12/2021,SIMPLE MELEE WEAPON,24
05/12/2021,SIMPLE RANGED WEAPON,13
05/12/2021,SPELL FOCUS,14
05/12/2021,STAFF,9
05/12/2021,STRING INSTRUMENT,7
05/12/2021,SUMMONING DEVICE,14
05/12/2021,SURVIVAL & WILDERNESS,11
05/12/2021,TOOL KITS,12
05/12/2021,TOOLS,21
05/12/2021,VEHICLE,1
05/12/2021,WAND,10
05/12/2021,WEAPON OTHER,1
05/12/2021,WIND INSTRUMENT,3
05/12/2022,AMMUNITION,10
05/12/2022,AMULET / NECKLACE,2
05/12/2022,ARMOUR OTHER,16
05/12/2022,BELT / GIRDLE,3
05/12/2022,BOOTS,3
05/12/2022,BRACERS,2
05/12/2022,BRASS INSTRUMENT,2
05/12/2022,CLOAK,11
05/12/2022,CLOTHING,11
05/12/2022,CONTAINER,10
05/12/2022,GAMING SET,10
05/12/2022,GAUNTLETS / GLOVES,3
05/12/2022,GOGGLES,8
05/12/2022,HEAVY ARMOUR,8
05/12/2022,HELMET,15
05/12/2022,IOUN STONE,8
05/12/2022,LIGHT ARMOUR,8
05/12/2022,LIVESTOCK,2
05/12/2022,MAGIC UTILITY,57
05/12/2022,MARTIAL MELEE WEAPON,52
05/12/2022,MARTIAL RANGED WEAPON,18
05/12/2022,MEDIUM ARMOUR,4
05/12/2022,MOUNT,25
05/12/2022,PERCUSSION INSTRUMENT,3
05/12/2022,POTIONS & ALCHEMY,26
05/12/2022,RING,11
05/12/2022,ROD,7
05/12/2022,SCROLL,35
05/12/2022,SHIELD,6
05/12/2022,SIMPLE MELEE WEAPON,29
05/12/2022,SIMPLE RANGED WEAPON,9
05/12/2022,SPELL FOCUS,23
05/12/2022,STAFF,13
05/12/2022,STRING INSTRUMENT,12
05/12/2022,SUMMONING DEVICE,11
05/12/2022,SURVIVAL & WILDERNESS,13
05/12/2022,TOOL KITS,20
05/12/2022,TOOLS,39
05/12/2022,VEHICLE,1
05/12/2022,WAND,9
05/12/2022,WEAPON OTHER,5
05/12/2022,WIND INSTRUMENT,3
05/12/2023,AMMUNITION,6
05/12/2023,AMULET / NECKLACE,4
05/12/2023,ARMOUR OTHER,8
05/12/2023,BELT / GIRDLE,9
05/12/2023,BOOTS,4
05/12/2023,BRACERS,2
05/12/2023,BRASS INSTRUMENT,7
05/12/2023,CLOAK,10
05/12/2023,CLOTHING,12
05/12/2023,CONTAINER,10
05/12/2023,GAMING SET,4
05/12/2023,GAUNTLETS / GLOVES,3
05/12/2023,GOGGLES,6
05/12/2023,HEAVY ARMOUR,8
05/12/2023,HELMET,10
05/12/2023,IOUN STONE,14
05/12/2023,LIGHT ARMOUR,4
05/12/2023,LIVESTOCK,4
05/12/2023,MAGIC UTILITY,47
05/12/2023,MARTIAL MELEE WEAPON,21
05/12/2023,MARTIAL RANGED WEAPON,8
05/12/2023,MEDIUM ARMOUR,8
05/12/2023,MOUNT,20
05/12/2023,PERCUSSION INSTRUMENT,1
05/12/2023,POTIONS & ALCHEMY,23
05/12/2023,RING,19
05/12/2023,ROD,5
05/12/2023,SCROLL,21
05/12/2023,SHIELD,10
05/12/2023,SIMPLE MELEE WEAPON,25
05/12/2023,SIMPLE RANGED WEAPON,2
05/12/2023,SPELL FOCUS,22
05/12/2023,STAFF,8
05/12/2023,STRING INSTRUMENT,5
05/12/2023,SUMMONING DEVICE,17
05/12/2023,SURVIVAL & WILDERNESS,18
05/12/2023,TOOL KITS,21
05/12/2023,TOOLS,29
05/12/2023,VEHICLE,1
05/12/2023,WAND,9
05/12/2023,WEAPON OTHER,5
05/12/2023,WIND INSTRUMENT,5
06/01/2019,AMMUNITION,4
06/01/2019,AMULET / NECKLACE,10
06/01/2019,ARMOUR OTHER,14
06/01/2019,BELT / GIRDLE,7
06/01/2019,BOOTS,3
06/01/2019,BRACERS,1
06/01/2019,BRASS INSTRUMENT,1
06/01/2019,CLOAK,9
06/01/2019,CLOTHING,4
06/01/2019,CONTAINER,5
06/01/2019,GAUNTLETS / GLOVES,4
06/01/2019,GOGGLES,6
06/01/2019,HEAVY ARMOUR,9
06/01/2019,HELMET,7
06/01/2019,IOUN STONE,10
06/01/2019,LIGHT ARMOUR,11
06/01/2019,LIVESTOCK,3
06/01/2019,MAGIC UTILITY,47
06/01/2019,MARTIAL MELEE WEAPON,27
06/01/2019,MARTIAL RANGED WEAPON,6
06/01/2019,MEDIUM ARMOUR,5
06/01/2019,MOUNT,13
06/01/2019,PERCUSSION INSTRUMENT,1
06/01/2019,POTIONS & ALCHEMY,25
06/01/2019,RING,6
06/01/2019,ROD,4
06/01/2019,SCROLL,38
06/01/2019,SHIELD,14
06/01/2019,SIMPLE MELEE WEAPON,26
06/01/2019,SIMPLE RANGED WEAPON,3
06/01/2019,SPELL FOCUS,28
06/01/2019,STAFF,13
06/01/2019,STRING INSTRUMENT,12
06/01/2019,SUMMONING DEVICE,12
06/01/2019,SURVIVAL & WILDERNESS,12
06/01/2019,TOOL KITS,11
06/01/2019,TOOLS,27
06/01/2019,WAND,12
06/01/2019,WEAPON OTHER,4
06/01/2019,WIND INSTRUMENT,6
06/01/2020,AMMUNITION,14
06/01/2020,AMULET / NECKLACE,6
06/01/2020,ARMOUR OTHER,8
06/01/2020,BELT / GIRDLE,2
06/01/2020,BOOTS,3
06/01/2020,BRACERS,1
06/01/2020,BRASS INSTRUMENT,1
06/01/2020,CLOAK,5
06/01/2020,CLOTHING,3
06/01/2020,CONTAINER,5
06/01/2020,GAMING SET,8
06/01/2020,GAUNTLETS / GLOVES,2
06/01/2020,GOGGLES,7
06/01/2020,HEAVY ARMOUR,11
06/01/2020,HELMET,16
06/01/2020,IOUN STONE,8
06/01/2020,LIGHT ARMOUR,7
06/01/2020,LIVESTOCK,5
06/01/2020,MAGIC UTILITY,37
06/01/2020,MARTIAL MELEE WEAPON,37
06/01/2020,MARTIAL RANGED WEAPON,11
06/01/2020,MEDIUM ARMOUR,5
06/01/2020,MOUNT,8
