DeliveryDate,Subtype,Counts
14/05/2023,AMULET / NECKLACE,6
14/06/2019,AMULET / NECKLACE,5
14/06/2020,AMULET / NECKLACE,7
14/06/2021,AMULET / NECKLACE,3
14/06/2022,AMULET / NECKLACE,12
14/06/2023,AMULET / NECKLACE,8
14/07/2019,AMULET / NECKLACE,4
14/07/2020,AMULET / NECKLACE,15
14/07/2022,AMULET / NECKLACE,11
14/07/2023,AMULET / NECKLACE,4
14/08/2019,AMULET / NECKLACE,7
14/08/2020,AMULET / NECKLACE,3
14/08/2021,AMULET / NECKLACE,6
14/08/2022,AMULET / NECKLACE,6
14/08/2023,AMULET / NECKLACE,5
14/09/2019,AMULET / NECKLACE,5
14/09/2020,AMULET / NECKLACE,4
14/09/2021,AMULET / NECKLACE,4
14/09/2022,AMULET / NECKLACE,7
14/09/2023,AMULET / NECKLACE,5
14/10/2019,AMULET / NECKLACE,6
14/10/2020,AMULET / NECKLACE,4
14/10/2021,AMULET / NECKLACE,4
14/10/2022,AMULET / NECKLACE,4
14/10/2023,AMULET / NECKLACE,10
14/11/2019,AMULET / NECKLACE,6
14/11/2020,AMULET / NECKLACE,10
14/11/2021,AMULET / NECKLACE,3
14/11/2022,AMULET / NECKLACE,8
14/11/2023,AMULET / NECKLACE,9
14/12/2019,AMULET / NECKLACE,10
14/12/2020,AMULET / NECKLACE,3
14/12/2021,AMULET / NECKLACE,8
14/12/2022,AMULET / NECKLACE,2
14/12/2023,AMULET / NECKLACE,6
15/01/2019,AMULET / NECKLACE,6
15/01/2020,AMULET / NECKLACE,11
15/01/2021,AMULET / NECKLACE,5
15/01/2022,AMULET / NECKLACE,3
15/01/2023,AMULET / NECKLACE,5
15/02/2019,AMULET / NECKLACE,5
15/02/2020,AMULET / NECKLACE,5
15/02/2021,AMULET / NECKLACE,6
15/02/2022,AMULET / NECKLACE,7
15/02/2023,AMULET / NECKLACE,6
15/03/2019,AMULET / NECKLACE,7
15/03/2020,AMULET / NECKLACE,1
15/03/2021,AMULET / NECKLACE,7
15/03/2022,AMULET / NECKLACE,9
15/03/2023,AMULET / NECKLACE,9
15/04/2019,AMULET / NECKLACE,4
15/04/2020,AMULET / NECKLACE,9
15/04/2021,AMULET / NECKLACE,8
15/04/2022,AMULET / NECKLACE,11
15/04/2023,AMULET / NECKLACE,4
15/05/2019,AMULET / NECKLACE,12
15/05/2020,AMULET / NECKLACE,11
15/05/2021,AMULET / NECKLACE,6
15/05/2022,AMULET / NECKLACE,8
15/05/2023,AMULET / NECKLACE,7
15/06/2019,AMULET / NECKLACE,2
15/06/2020,AMULET / NECKLACE,5
15/06/2021,AMULET / NECKLACE,3
15/06/2022,AMULET / NECKLACE,8
15/06/2023,AMULET / NECKLACE,6
15/07/2019,AMULET / NECKLACE,4
15/07/2020,AMULET / NECKLACE,7
15/07/2021,AMULET / NECKLACE,4
15/07/2022,AMULET / NECKLACE,7
15/07/2023,AMULET / NECKLACE,4
15/08/2019,AMULET / NECKLACE,14
15/08/2020,AMULET / NECKLACE,8
15/08/2021,AMULET / NECKLACE,4
15/08/2022,AMULET / NECKLACE,9
15/08/2023,AMULET / NECKLACE,6
15/09/2019,AMULET / NECKLACE,4
15/09/2020,AMULET / NECKLACE,7
15/09/2021,AMULET / NECKLACE,2
15/09/2022,AMULET / NECKLACE,7
15/09/2023,AMULET / NECKLACE,6
15/10/2019,AMULET / NECKLACE,9
15/10/2020,AMULET / NECKLACE,5
15/10/2021,AMULET / NECKLACE,2
15/10/2022,AMULET / NECKLACE,9
15/10/2023,AMULET / NECKLACE,7
15/11/2019,AMULET / NECKLACE,6
15/11/2020,AMULET / NECKLACE,6
15/11/2021,AMULET / NECKLACE,11
15/11/2022,AMULET / NECKLACE,8
15/11/2023,AMULET / NECKLACE,8
15/12/2019,AMULET / NECKLACE,4
15/12/2020,AMULET / NECKLACE,7
15/12/2021,AMULET / NECKLACE,8
15/12/2022,AMULET / NECKLACE,7
15/12/2023,AMULET / NECKLACE,6
16/01/2019,AMULET / NECKLACE,8
16/01/2020,AMULET / NECKLACE,5
16/01/2021,AMULET / NECKLACE,6
16/01/2022,AMULET / NECKLACE,6
16/01/2023,AMULET / NECKLACE,7
16/02/2019,AMULET / NECKLACE,6
16/02/2020,AMULET / NECKLACE,12
16/02/2021,AMULET / NECKLACE,4
16/02/2022,AMULET / NECKLACE,8
16/02/2023,AMULET / NECKLACE,6
16/03/2019,AMULET / NECKLACE,4
16/03/2020,AMULET / NECKLACE,7
16/03/2021,AMULET / NECKLACE,8
16/03/2022,AMULET / NECKLACE,12
16/03/2023,AMULET / NECKLACE,3
16/04/2019,AMULET / NECKLACE,6
16/04/2020,AMULET / NECKLACE,10
16/04/2021,AMULET / NECKLACE,5
16/04/2022,AMULET / NECKLACE,7
16/04/2023,AMULET / NECKLACE,9
16/05/2019,AMULET / NECKLACE,7
16/05/2020,AMULET / NECKLACE,5
16/05/2021,AMULET / NECKLACE,4
16/05/2022,AMULET / NECKLACE,4
16/05/2023,AMULET / NECKLACE,5
16/06/2019,AMULET / NECKLACE,7
16/06/2020,AMULET / NECKLACE,9
16/06/2021,AMULET / NECKLACE,1
16/06/2022,AMULET / NECKLACE,8
16/06/2023,AMULET / NECKLACE,12
16/07/2019,AMULET / NECKLACE,7
16/07/2020,AMULET / NECKLACE,4
16/07/2022,AMULET / NECKLACE,6
16/07/2023,AMULET / NECKLACE,5
16/08/2019,AMULET / NECKLACE,5
16/08/2020,AMULET / NECKLACE,9
16/08/2021,AMULET / NECKLACE,3
16/08/2022,AMULET / NECKLACE,7
16/08/2023,AMULET / NECKLACE,5
16/09/2019,AMULET / NECKLACE,2
16/09/2020,AMULET / NECKLACE,3
16/09/2021,AMULET / NECKLACE,9
16/09/2022,AMULET / NECKLACE,5
16/09/2023,AMULET / NECKLACE,6
16/10/2019,AMULET / NECKLACE,8
16/10/2020,AMULET / NECKLACE,9
16/10/2021,AMULET / NECKLACE,3
16/10/2022,AMULET / NECKLACE,5
16/10/2023,AMULET / NECKLACE,8
16/11/2019,AMULET / NECKLACE,7
16/11/2020,AMULET / NECKLACE,5
16/11/2021,AMULET / NECKLACE,9
16/11/2022,AMULET / NECKLACE,4
16/11/2023,AMULET / NECKLACE,6
16/12/2019,AMULET / NECKLACE,8
16/12/2020,AMULET / NECKLACE,5
16/12/2021,AMULET / NECKLACE,6
16/12/2022,AMULET / NECKLACE,3
16/12/2023,AMULET / NECKLACE,5
17/01/2019,AMULET / NECKLACE,13
17/01/2020,AMULET / NECKLACE,11
17/01/2021,AMULET / NECKLACE,2
17/01/2022,AMULET / NECKLACE,7
17/01/2023,AMULET / NECKLACE,4
17/02/2019,AMULET / NECKLACE,8
17/02/2020,AMULET / NECKLACE,6
17/02/2021,AMULET / NECKLACE,8
17/02/2022,AMULET / NECKLACE,8
17/02/2023,AMULET / NECKLACE,15
17/03/2019,AMULET / NECKLACE,9
17/03/2020,AMULET / NECKLACE,5
17/03/2021,AMULET / NECKLACE,11
17/03/2022,AMULET / NECKLACE,8
17/03/2023,AMULET / NECKLACE,9
17/04/2019,AMULET / NECKLACE,9
17/04/2020,AMULET / NECKLACE,2
17/04/2021,AMULET / NECKLACE,10
17/04/2022,AMULET / NECKLACE,5
17/04/2023,AMULET / NECKLACE,8
17/05/2019,AMULET / NECKLACE,11
17/05/2020,AMULET / NECKLACE,8
17/05/2021,AMULET / NECKLACE,2
17/05/2022,AMULET / NECKLACE,6
17/05/2023,AMULET / NECKLACE,5
17/06/2019,AMULET / NECKLACE,11
17/06/2020,AMULET / NECKLACE,6
17/06/2021,AMULET / NECKLACE,7
17/06/2022,AMULET / NECKLACE,6
17/06/2023,AMULET / NECKLACE,6
17/07/2019,AMULET / NECKLACE,5
17/07/2020,AMULET / NECKLACE,9
17/07/2021,AMULET / NECKLACE,5
17/07/2022,AMULET / NECKLACE,9
17/07/2023,AMULET / NECKLACE,6
17/08/2019,AMULET / NECKLACE,7
17/08/2020,AMULET / NECKLACE,6
17/08/2021,AMULET / NECKLACE,2
17/08/2022,AMULET / NECKLACE,9
17/08/2023,AMULET / NECKLACE,5
17/09/2019,AMULET / NECKLACE,8
17/09/2020,AMULET / NECKLACE,10
17/09/2021,AMULET / NECKLACE,3
17/09/2022,AMULET / NECKLACE,7
17/09/2023,AMULET / NECKLACE,7
17/10/2019,AMULET / NECKLACE,12
17/10/2020,AMULET / NECKLACE,7
17/10/2021,AMULET / NECKLACE,3
17/10/2022,AMULET / NECKLACE,6
17/10/2023,AMULET / NECKLACE,5
17/11/2019,AMULET / NECKLACE,4
17/11/2020,AMULET / NECKLACE,4
17/11/2021,AMULET / NECKLACE,6
17/11/2022,AMULET / NECKLACE,5
17/11/2023,AMULET / NECKLACE,3
17/12/2019,AMULET / NECKLACE,4
17/12/2020,AMULET / NECKLACE,9
17/12/2021,AMULET / NECKLACE,4
17/12/2022,AMULET / NECKLACE,7
17/12/2023,AMULET / NECKLACE,11
18/01/2019,AMULET / NECKLACE,7
18/01/2020,AMULET / NECKLACE,7
18/01/2021,AMULET / NECKLACE,5
18/01/2022,AMULET / NECKLACE,6
18/01/2023,AMULET / NECKLACE,6
18/02/2019,AMULET / NECKLACE,4
18/02/2020,AMULET / NECKLACE,7
18/02/2021,AMULET / NECKLACE,5
18/02/2022,AMULET / NECKLACE,5
18/02/2023,AMULET / NECKLACE,8
18/03/2019,AMULET / NECKLACE,9
18/03/2020,AMULET / NECKLACE,5
18/03/2021,AMULET / NECKLACE,6
18/03/2022,AMULET / NECKLACE,7
18/03/2023,AMULET / NECKLACE,7
18/04/2019,AMULET / NECKLACE,5
18/04/2020,AMULET / NECKLACE,6
18/04/2021,AMULET / NECKLACE,6
18/04/2022,AMULET / NECKLACE,3
18/04/2023,AMULET / NECKLACE,5
18/05/2019,AMULET / NECKLACE,8
18/05/2020,AMULET / NECKLACE,9
18/05/2021,AMULET / NECKLACE,7
18/05/2022,AMULET / NECKLACE,6
18/05/2023,AMULET / NECKLACE,10
18/06/2019,AMULET / NECKLACE,8
18/06/2020,AMULET / NECKLACE,12
18/06/2021,AMULET / NECKLACE,3
18/06/2022,AMULET / NECKLACE,10
18/06/2023,AMULET / NECKLACE,7
18/07/2019,AMULET / NECKLACE,9
18/07/2020,AMULET / NECKLACE,4
18/07/2021,AMULET / NECKLACE,3
18/07/2022,AMULET / NECKLACE,5
18/07/2023,AMULET / NECKLACE,7
18/08/2019,AMULET / NECKLACE,4
18/08/2020,AMULET / NECKLACE,8
18/08/2021,AMULET / NECKLACE,7
18/08/2022,AMULET / NECKLACE,7
18/08/2023,AMULET / NECKLACE,9
18/09/2019,AMULET / NECKLACE,4
18/09/2020,AMULET / NECKLACE,9
18/09/2021,AMULET / NECKLACE,2
18/09/2022,AMULET / NECKLACE,7
18/09/2023,AMULET / NECKLACE,8
18/10/2019,AMULET / NECKLACE,9
18/10/2020,AMULET / NECKLACE,6
18/10/2021,AMULET / NECKLACE,2
18/10/2022,AMULET / NECKLACE,5
18/10/2023,AMULET / NECKLACE,8
18/11/2019,AMULET / NECKLACE,5
18/11/2020,AMULET / NECKLACE,7
18/11/2021,AMULET / NECKLACE,16
18/11/2022,AMULET / NECKLACE,3
18/11/2023,AMULET / NECKLACE,10
18/12/2019,AMULET / NECKLACE,7
18/12/2020,AMULET / NECKLACE,6
18/12/2021,AMULET / NECKLACE,4
18/12/2022,AMULET / NECKLACE,9
18/12/2023,AMULET / NECKLACE,11
19/01/2019,AMULET / NECKLACE,10
19/01/2020,AMULET / NECKLACE,2
19/01/2021,AMULET / NECKLACE,7
19/01/2022,AMULET / NECKLACE,3
19/01/2023,AMULET / NECKLACE,10
19/02/2019,AMULET / NECKLACE,6
19/02/2020,AMULET / NECKLACE,11
19/02/2021,AMULET / NECKLACE,5
19/02/2022,AMULET / NECKLACE,8
19/02/2023,AMULET / NECKLACE,5
19/03/2019,AMULET / NECKLACE,6
19/03/2020,AMULET / NECKLACE,6
19/03/2021,AMULET / NECKLACE,6
19/03/2022,AMULET / NECKLACE,13
19/03/2023,AMULET / NECKLACE,8
19/04/2019,AMULET / NECKLACE,8
19/04/2020,AMULET / NECKLACE,7
19/04/2021,AMULET / NECKLACE,7
19/04/2022,AMULET / NECKLACE,4
19/04/2023,AMULET / NECKLACE,6
19/05/2019,AMULET / NECKLACE,6
19/05/2020,AMULET / NECKLACE,3
19/05/2021,AMULET / NECKLACE,6
19/05/2022,AMULET / NECKLACE,7
19/05/2023,AMULET / NECKLACE,10
19/06/2019,AMULET / NECKLACE,8
19/06/2020,AMULET / NECKLACE,4
19/06/2021,AMULET / NECKLACE,1
19/06/2022,AMULET / NECKLACE,7
19/06/2023,AMULET / NECKLACE,4
19/07/2019,AMULET / NECKLACE,9
19/07/2020,AMULET / NECKLACE,6
19/07/2021,AMULET / NECKLACE,2
19/07/2022,AMULET / NECKLACE,9
19/07/2023,AMULET / NECKLACE,7
19/08/2019,AMULET / NECKLACE,2
19/08/2020,AMULET / NECKLACE,4
19/08/2022,AMULET / NECKLACE,2
19/08/2023,AMULET / NECKLACE,7
19/09/2019,AMULET / NECKLACE,7
19/09/2020,AMULET / NECKLACE,8
19/09/2021,AMULET / NECKLACE,4
19/09/2022,AMULET / NECKLACE,10
19/09/2023,AMULET / NECKLACE,6
19/10/2019,AMULET / NECKLACE,11
19/10/2020,AMULET / NECKLACE,6
19/10/2021,AMULET / NECKLACE,2
19/10/2022,AMULET / NECKLACE,5
19/10/2023,AMULET / NECKLACE,5
19/11/2019,AMULET / NECKLACE,7
19/11/2020,AMULET / NECKLACE,8
19/11/2021,AMULET / NECKLACE,4
19/11/2022,AMULET / NECKLACE,8
19/11/2023,AMULET / NECKLACE,7
19/12/2019,AMULET / NECKLACE,5
19/12/2020,AMULET / NECKLACE,9
19/12/2021,AMULET / NECKLACE,10
19/12/2022,AMULET / NECKLACE,4
19/12/2023,AMULET / NECKLACE,8
20/01/2019,AMULET / NECKLACE,9
20/01/2020,AMULET / NECKLACE,8
20/01/2021,AMULET / NECKLACE,11
20/01/2022,AMULET / NECKLACE,5
20/01/2023,AMULET / NECKLACE,9
20/02/2019,AMULET / NECKLACE,4
20/02/2020,AMULET / NECKLACE,6
20/02/2021,AMULET / NECKLACE,8
20/02/2022,AMULET / NECKLACE,3
20/02/2023,AMULET / NECKLACE,11
20/03/2019,AMULET / NECKLACE,8
20/03/2020,AMULET / NECKLACE,6
20/03/2021,AMULET / NECKLACE,6
20/03/2022,AMULET / NECKLACE,6
20/03/2023,AMULET / NECKLACE,8
20/04/2019,AMULET / NECKLACE,4
20/04/2020,AMULET / NECKLACE,8
20/04/2021,AMULET / NECKLACE,4
20/04/2022,AMULET / NECKLACE,5
20/04/2023,AMULET / NECKLACE,8
20/05/2019,AMULET / NECKLACE,6
20/05/2020,AMULET / NECKLACE,10
20/05/2021,AMULET / NECKLACE,6
20/05/2022,AMULET / NECKLACE,4
20/05/2023,AMULET / NECKLACE,2
20/06/2019,AMULET / NECKLACE,9
20/06/2020,AMULET / NECKLACE,10
20/06/2021,AMULET / NECKLACE,5
20/06/2022,AMULET / NECKLACE,6
20/06/2023,AMULET / NECKLACE,7
20/07/2019,AMULET / NECKLACE,13
20/07/2020,AMULET / NECKLACE,7
20/07/2021,AMULET / NECKLACE,2
20/07/2022,AMULET / NECKLACE,9
20/07/2023,AMULET / NECKLACE,13
20/08/2019,AMULET / NECKLACE,13
20/08/2020,AMULET / NECKLACE,6
20/08/2021,AMULET / NECKLACE,4
20/08/2022,AMULET / NECKLACE,5
20/08/2023,AMULET / NECKLACE,12
20/09/2019,AMULET / NECKLACE,8
20/09/2020,AMULET / NECKLACE,4
20/09/2021,AMULET / NECKLACE,2
20/09/2022,AMULET / NECKLACE,7
20/09/2023,AMULET / NECKLACE,9
20/10/2019,AMULET / NECKLACE,6
20/10/2020,AMULET / NECKLACE,10
20/10/2021,AMULET / NECKLACE,2
20/10/2022,AMULET / NECKLACE,13
20/10/2023,AMULET / NECKLACE,11
20/11/2019,AMULET / NECKLACE,5
20/11/2020,AMULET / NECKLACE,4
20/11/2021,AMULET / NECKLACE,2
20/11/2022,AMULET / NECKLACE,2
20/11/2023,AMULET / NECKLACE,8
20/12/2019,AMULET / NECKLACE,10
20/12/2020,AMULET / NECKLACE,10
20/12/2021,AMULET / NECKLACE,6
20/12/2022,AMULET / NECKLACE,5
20/12/2023,AMULET / NECKLACE,9
21/01/2019,AMULET / NECKLACE,7
21/01/2020,AMULET / NECKLACE,9
21/01/2021,AMULET / NECKLACE,9
21/01/2022,AMULET / NECKLACE,5
21/01/2023,AMULET / NECKLACE,7
21/02/2019,AMULET / NECKLACE,14
21/02/2020,AMULET / NECKLACE,5
21/02/2021,AMULET / NECKLACE,7
21/02/2022,AMULET / NECKLACE,3
21/02/2023,AMULET / NECKLACE,9
21/03/2019,AMULET / NECKLACE,6
21/03/2020,AMULET / NECKLACE,3
21/03/2021,AMULET / NECKLACE,5
21/03/2022,AMULET / NECKLACE,7
21/03/2023,AMULET / NECKLACE,11
21/04/2019,AMULET / NECKLACE,9
21/04/2020,AMULET / NECKLACE,7
21/04/2021,AMULET / NECKLACE,2
21/04/2022,AMULET / NECKLACE,9
21/04/2023,AMULET / NECKLACE,12
21/05/2019,AMULET / NECKLACE,10
21/05/2020,AMULET / NECKLACE,8
21/05/2021,AMULET / NECKLACE,4
21/05/2022,AMULET / NECKLACE,5
21/05/2023,AMULET / NECKLACE,6
21/06/2019,AMULET / NECKLACE,4
21/06/2020,AMULET / NECKLACE,5
21/06/2021,AMULET / NECKLACE,3
21/06/2022,AMULET / NECKLACE,8
21/06/2023,AMULET / NECKLACE,7
21/07/2019,AMULET / NECKLACE,7
21/07/2020,AMULET / NECKLACE,12
21/07/2021,AMULET / NECKLACE,3
21/07/2022,AMULET / NECKLACE,8
21/07/2023,AMULET / NECKLACE,4
21/08/2019,AMULET / NECKLACE,2
21/08/2020,AMULET / NECKLACE,4
21/08/2021,AMULET / NECKLACE,3
21/08/2022,AMULET / NECKLACE,5
21/08/2023,AMULET / NECKLACE,8
21/09/2019,AMULET / NECKLACE,6
21/09/2020,AMULET / NECKLACE,6
21/09/2021,AMULET / NECKLACE,2
21/09/2022,AMULET / NECKLACE,13
21/09/2023,AMULET / NECKLACE,6
21/10/2019,AMULET / NECKLACE,7
21/10/2020,AMULET / NECKLACE,5
21/10/2021,AMULET / NECKLACE,3
21/10/2022,AMULET / NECKLACE,8
21/10/2023,AMULET / NECKLACE,9
21/11/2019,AMULET / NECKLACE,5
21/11/2020,AMULET / NECKLACE,7
21/11/2021,AMULET / NECKLACE,5
21/11/2022,AMULET / NECKLACE,6
21/11/2023,AMULET / NECKLACE,7
21/12/2019,AMULET / NECKLACE,4
21/12/2020,AMULET / NECKLACE,1
21/12/2021,AMULET / NECKLACE,5
21/12/2022,AMULET / NECKLACE,4
21/12/2023,AMULET / NECKLACE,10
22/01/2019,AMULET / NECKLACE,7
22/01/2020,AMULET / NECKLACE,7
22/01/2021,AMULET / NECKLACE,5
22/01/2022,AMULET / NECKLACE,3
22/01/2023,AMULET / NECKLACE,5
22/02/2019,AMULET / NECKLACE,6
22/02/2020,AMULET / NECKLACE,3
22/02/2021,AMULET / NECKLACE,6
22/02/2022,AMULET / NECKLACE,5
22/02/2023,AMULET / NECKLACE,7
22/03/2019,AMULET / NECKLACE,6
22/03/2020,AMULET / NECKLACE,7
22/03/2021,AMULET / NECKLACE,5
22/03/2022,AMULET / NECKLACE,4
22/03/2023,AMULET / NECKLACE,5
22/04/2019,AMULET / NECKLACE,12
22/04/2020,AMULET / NECKLACE,8
22/04/2021,AMULET / NECKLACE,5
22/04/2022,AMULET / NECKLACE,5
22/04/2023,AMULET / NECKLACE,7
22/05/2019,AMULET / NECKLACE,10
22/05/2020,AMULET / NECKLACE,6
22/05/2021,AMULET / NECKLACE,6
22/05/2022,AMULET / NECKLACE,9
22/05/2023,AMULET / NECKLACE,5
22/06/2019,AMULET / NECKLACE,3
22/06/2020,AMULET / NECKLACE,8
22/06/2021,AMULET / NECKLACE,2
22/06/2022,AMULET / NECKLACE,3
22/06/2023,AMULET / NECKLACE,10
22/07/2019,AMULET / NECKLACE,8
22/07/2020,AMULET / NECKLACE,6
22/07/2021,AMULET / NECKLACE,2
22/07/2022,AMULET / NECKLACE,8
22/07/2023,AMULET / NECKLACE,6
22/08/2019,AMULET / NECKLACE,12
22/08/2020,AMULET / NECKLACE,11
22/08/2021,AMULET / NECKLACE,4
22/08/2022,AMULET / NECKLACE,5
22/08/2023,AMULET / NECKLACE,5
22/09/2019,AMULET / NECKLACE,2
22/09/2020,AMULET / NECKLACE,9
22/09/2021,AMULET / NECKLACE,3
22/09/2022,AMULET / NECKLACE,1
22/09/2023,AMULET / NECKLACE,11
22/10/2019,AMULET / NECKLACE,5
22/10/2020,AMULET / NECKLACE,6
22/10/2021,AMULET / NECKLACE,3
22/10/2022,AMULET / NECKLACE,6
22/10/2023,AMULET / NECKLACE,8
22/11/2019,AMULET / NECKLACE,5
22/11/2020,AMULET / NECKLACE,9
22/11/2021,AMULET / NECKLACE,7
22/11/2022,AMULET / NECKLACE,8
22/11/2023,AMULET / NECKLACE,6
22/12/2019,AMULET / NECKLACE,6
22/12/2020,AMULET / NECKLACE,4
22/12/2021,AMULET / NECKLACE,10
22/12/2022,AMULET / NECKLACE,15
22/12/2023,AMULET / NECKLACE,7
23/01/2019,AMULET / NECKLACE,10
23/01/2020,AMULET / NECKLACE,7
23/01/2021,AMULET / NECKLACE,4
23/01/2022,AMULET / NECKLACE,5
23/01/2023,AMULET / NECKLACE,5
23/02/2019,AMULET / NECKLACE,3
23/02/2020,AMULET / NECKLACE,4
23/02/2021,AMULET / NECKLACE,9
23/02/2022,AMULET / NECKLACE,2
23/02/2023,AMULET / NECKLACE,7
23/03/2019,AMULET / NECKLACE,5
23/03/2020,AMULET / NECKLACE,10
23/03/2021,AMULET / NECKLACE,7
23/03/2022,AMULET / NECKLACE,7
23/03/2023,AMULET / NECKLACE,3
23/04/2019,AMULET / NECKLACE,7
23/04/2020,AMULET / NECKLACE,5
23/04/2021,AMULET / NECKLACE,3
23/04/2022,AMULET / NECKLACE,3
23/04/2023,AMULET / NECKLACE,2
23/05/2019,AMULET / NECKLACE,4
23/05/2020,AMULET / NECKLACE,1
23/05/2021,AMULET / NECKLACE,7
23/05/2022,AMULET / NECKLACE,8
23/05/2023,AMULET / NECKLACE,5
23/06/2019,AMULET / NECKLACE,5
23/06/2020,AMULET / NECKLACE,5
23/06/2021,AMULET / NECKLACE,5
23/06/2022,AMULET / NECKLACE,10
23/06/2023,AMULET / NECKLACE,5
23/07/2019,AMULET / NECKLACE,13
23/07/2020,AMULET / NECKLACE,7
23/07/2021,AMULET / NECKLACE,2
23/07/2022,AMULET / NECKLACE,8
23/07/2023,AMULET / NECKLACE,9
23/08/2019,AMULET / NECKLACE,10
23/08/2020,AMULET / NECKLACE,11
23/08/2021,AMULET / NECKLACE,4
23/08/2022,AMULET / NECKLACE,6
23/08/2023,AMULET / NECKLACE,6
23/09/2019,AMULET / NECKLACE,7
23/09/2020,AMULET / NECKLACE,3
23/09/2021,AMULET / NECKLACE,6
23/09/2022,AMULET / NECKLACE,7
23/10/2019,AMULET / NECKLACE,3
23/10/2020,AMULET / NECKLACE,12
23/10/2021,AMULET / NECKLACE,3
23/10/2022,AMULET / NECKLACE,9
23/10/2023,AMULET / NECKLACE,8
23/11/2019,AMULET / NECKLACE,5
23/11/2020,AMULET / NECKLACE,7
23/11/2021,AMULET / NECKLACE,8
23/11/2022,AMULET / NECKLACE,4
23/11/2023,AMULET / NECKLACE,10
23/12/2019,AMULET / NECKLACE,8
23/12/2020,AMULET / NECKLACE,9
23/12/2021,AMULET / NECKLACE,6
23/12/2022,AMULET / NECKLACE,4
23/12/2023,AMULET / NECKLACE,6
24/01/2019,AMULET / NECKLACE,6
24/01/2020,AMULET / NECKLACE,4
24/01/2021,AMULET / NECKLACE,14
24/01/2022,AMULET / NECKLACE,8
24/01/2023,AMULET / NECKLACE,5
24/02/2019,AMULET / NECKLACE,4
24/02/2020,AMULET / NECKLACE,9
24/02/2021,AMULET / NECKLACE,6
24/02/2022,AMULET / NECKLACE,9
24/02/2023,AMULET / NECKLACE,9
24/03/2019,AMULET / NECKLACE,5
24/03/2020,AMULET / NECKLACE,5
24/03/2021,AMULET / NECKLACE,12
24/03/2022,AMULET / NECKLACE,5
24/03/2023,AMULET / NECKLACE,9
24/04/2019,AMULET / NECKLACE,6
24/04/2020,AMULET / NECKLACE,9
24/04/2021,AMULET / NECKLACE,6
24/04/2022,AMULET / NECKLACE,7
24/04/2023,AMULET / NECKLACE,3
24/05/2019,AMULET / NECKLACE,8
24/05/2020,AMULET / NECKLACE,4
24/05/2021,AMULET / NECKLACE,3
24/05/2022,AMULET / NECKLACE,5
24/05/2023,AMULET / NECKLACE,5
24/06/2019,AMULET / NECKLACE,9
24/06/2020,AMULET / NECKLACE,7
24/06/2021,AMULET / NECKLACE,5
24/06/2022,AMULET / NECKLACE,7
24/06/2023,AMULET / NECKLACE,12
24/07/2019,AMULET / NECKLACE,12
24/07/2020,AMULET / NECKLACE,6
24/07/2021,AMULET / NECKLACE,1
24/07/2022,AMULET / NECKLACE,8
24/07/2023,AMULET / NECKLACE,9
24/08/2019,AMULET / NECKLACE,3
24/08/2020,AMULET / NECKLACE,9
24/08/2021,AMULET / NECKLACE,4
24/08/2022,AMULET / NECKLACE,10
24/08/2023,AMULET / NECKLACE,5
24/09/2019,AMULET / NECKLACE,15
24/09/2020,AMULET / NECKLACE,6
24/09/2021,AMULET / NECKLACE,1
24/09/2022,AMULET / NECKLACE,7
24/09/2023,AMULET / NECKLACE,8
24/10/2019,AMULET / NECKLACE,7
24/10/2020,AMULET / NECKLACE,9
24/10/2021,AMULET / NECKLACE,3
24/10/2022,AMULET / NECKLACE,10
24/10/2023,AMULET / NECKLACE,8
24/11/2019,AMULET / NECKLACE,7
24/11/2020,AMULET / NECKLACE,7
24/11/2021,AMULET / NECKLACE,7
24/11/2022,AMULET / NECKLACE,5
24/11/2023,AMULET / NECKLACE,6
24/12/2019,AMULET / NECKLACE,9
24/12/2020,AMULET / NECKLACE,6
24/12/2021,AMULET / NECKLACE,5
24/12/2022,AMULET / NECKLACE,6
24/12/2023,AMULET / NECKLACE,6
25/01/2019,AMULET / NECKLACE,11
25/01/2020,AMULET / NECKLACE,7
25/01/2021,AMULET / NECKLACE,5
25/01/2022,AMULET / NECKLACE,6
25/01/2023,AMULET / NECKLACE,7
25/02/2019,AMULET / NECKLACE,8
25/02/2020,AMULET / NECKLACE,2
25/02/2021,AMULET / NECKLACE,9
25/02/2022,AMULET / NECKLACE,8
25/02/2023,AMULET / NECKLACE,6
25/03/2019,AMULET / NECKLACE,8
25/03/2020,AMULET / NECKLACE,9
25/03/2021,AMULET / NECKLACE,7
25/03/2022,AMULET / NECKLACE,9
25/03/2023,AMULET / NECKLACE,8
25/04/2019,AMULET / NECKLACE,8
25/04/2020,AMULET / NECKLACE,7
25/04/2021,AMULET / NECKLACE,6
25/04/2022,AMULET / NECKLACE,7
25/04/2023,AMULET / NECKLACE,11
25/05/2019,AMULET / NECKLACE,8
25/05/2020,AMULET / NECKLACE,10
25/05/2021,AMULET / NECKLACE,4
25/05/2022,AMULET / NECKLACE,5
25/05/2023,AMULET / NECKLACE,3
25/06/2019,AMULET / NECKLACE,4
25/06/2020,AMULET / NECKLACE,10
25/06/2021,AMULET / NECKLACE,7
25/06/2022,AMULET / NECKLACE,3
25/06/2023,AMULET / NECKLACE,11
25/07/2019,AMULET / NECKLACE,9
25/07/2020,AMULET / NECKLACE,4
25/07/2022,AMULET / NECKLACE,3
