Nation,OrderDate,AverageDeliveryTime
Baldur's Gate,07/11/2019,3
Baldur's Gate,08/11/2019,11.5
Baldur's Gate,09/11/2019,5.333333333
Baldur's Gate,10/11/2019,8.555555556
Baldur's Gate,11/11/2019,0.666666667
Baldur's Gate,12/11/2019,5.666666667
Baldur's Gate,13/11/2019,7.666666667
Baldur's Gate,14/11/2019,7.333333333
Baldur's Gate,15/11/2019,5.75
Baldur's Gate,16/11/2019,7.571428571
Baldur's Gate,17/11/2019,5.75
Baldur's Gate,18/11/2019,6.5
Baldur's Gate,19/11/2019,7.071428571
Baldur's Gate,20/11/2019,7.571428571
Baldur's Gate,21/11/2019,9.222222222
Baldur's Gate,22/11/2019,7.75
Baldur's Gate,23/11/2019,7.666666667
Baldur's Gate,24/11/2019,9
Baldur's Gate,25/11/2019,7.6
Baldur's Gate,26/11/2019,6.714285714
Baldur's Gate,27/11/2019,5.2
Baldur's Gate,28/11/2019,8.333333333
Baldur's Gate,29/11/2019,9.666666667
Baldur's Gate,30/11/2019,9.166666667
Baldur's Gate,01/12/2019,6.166666667
Baldur's Gate,02/12/2019,6.833333333
Baldur's Gate,03/12/2019,7.272727273
Baldur's Gate,04/12/2019,5.428571429
Baldur's Gate,05/12/2019,7.5
Baldur's Gate,06/12/2019,3.5
Baldur's Gate,07/12/2019,7.375
Baldur's Gate,08/12/2019,5.166666667
Baldur's Gate,09/12/2019,4.818181818
Baldur's Gate,10/12/2019,5.75
Baldur's Gate,11/12/2019,8.857142857
Baldur's Gate,12/12/2019,7.666666667
Baldur's Gate,13/12/2019,6.857142857
Baldur's Gate,14/12/2019,8.6
Baldur's Gate,15/12/2019,7.5
Baldur's Gate,16/12/2019,6.8
Baldur's Gate,17/12/2019,4.625
Baldur's Gate,18/12/2019,6.090909091
Baldur's Gate,19/12/2019,7.6
Baldur's Gate,20/12/2019,4.25
Baldur's Gate,21/12/2019,6.545454545
Baldur's Gate,22/12/2019,8.533333333
Baldur's Gate,23/12/2019,6.25
Baldur's Gate,24/12/2019,5.7
Baldur's Gate,25/12/2019,7.571428571
Baldur's Gate,26/12/2019,11.88888889
Baldur's Gate,27/12/2019,5.625
Baldur's Gate,28/12/2019,5.833333333
Baldur's Gate,29/12/2019,7
Baldur's Gate,30/12/2019,8.125
Baldur's Gate,31/12/2019,3.2
Baldur's Gate,01/01/2020,7.071428571
Baldur's Gate,02/01/2020,4.909090909
Baldur's Gate,03/01/2020,6.5
Baldur's Gate,04/01/2020,6.6
Baldur's Gate,05/01/2020,5.5
Baldur's Gate,06/01/2020,8.2
Baldur's Gate,07/01/2020,7.2
Baldur's Gate,08/01/2020,6
Baldur's Gate,09/01/2020,7
Baldur's Gate,10/01/2020,8.363636364
Baldur's Gate,11/01/2020,7.9
Baldur's Gate,12/01/2020,6.625
Baldur's Gate,13/01/2020,7.222222222
Baldur's Gate,14/01/2020,8.666666667
Baldur's Gate,15/01/2020,10.6
Baldur's Gate,16/01/2020,5.363636364
Baldur's Gate,17/01/2020,8
Baldur's Gate,18/01/2020,8.5
Baldur's Gate,19/01/2020,8.5
Baldur's Gate,20/01/2020,4.571428571
Baldur's Gate,21/01/2020,5.285714286
Baldur's Gate,22/01/2020,6.4
Baldur's Gate,23/01/2020,6.142857143
Baldur's Gate,24/01/2020,5
Baldur's Gate,25/01/2020,6
Baldur's Gate,26/01/2020,4.142857143
Baldur's Gate,27/01/2020,4.583333333
Baldur's Gate,28/01/2020,7.25
Baldur's Gate,29/01/2020,8.625
Baldur's Gate,30/01/2020,6.923076923
Baldur's Gate,31/01/2020,5.375
Baldur's Gate,01/02/2020,7.571428571
Baldur's Gate,02/02/2020,9.2
Baldur's Gate,03/02/2020,5.142857143
Baldur's Gate,04/02/2020,10.55555556
Baldur's Gate,05/02/2020,8.25
Baldur's Gate,06/02/2020,8.4
Baldur's Gate,07/02/2020,8.166666667
Baldur's Gate,08/02/2020,7.333333333
Baldur's Gate,09/02/2020,4.333333333
Baldur's Gate,10/02/2020,7.111111111
Baldur's Gate,11/02/2020,7.25
Baldur's Gate,12/02/2020,8.555555556
Baldur's Gate,13/02/2020,6.428571429
Baldur's Gate,14/02/2020,7.333333333
Baldur's Gate,15/02/2020,9
Baldur's Gate,16/02/2020,4.666666667
Baldur's Gate,17/02/2020,6.727272727
Baldur's Gate,18/02/2020,8.777777778
Baldur's Gate,19/02/2020,5.333333333
Baldur's Gate,20/02/2020,6.875
Baldur's Gate,21/02/2020,7.222222222
Baldur's Gate,22/02/2020,8.166666667
Baldur's Gate,23/02/2020,8.833333333
Baldur's Gate,24/02/2020,9.5
Baldur's Gate,25/02/2020,8.125
Baldur's Gate,26/02/2020,8.133333333
Baldur's Gate,27/02/2020,6.6
Baldur's Gate,28/02/2020,4.333333333
Baldur's Gate,29/02/2020,5.923076923
Baldur's Gate,01/03/2020,6.333333333
Baldur's Gate,02/03/2020,9.571428571
Baldur's Gate,03/03/2020,10.5
Baldur's Gate,04/03/2020,6.8
Baldur's Gate,05/03/2020,8.333333333
Baldur's Gate,06/03/2020,6.363636364
Baldur's Gate,07/03/2020,8.333333333
Baldur's Gate,08/03/2020,7
Baldur's Gate,09/03/2020,10.75
Baldur's Gate,10/03/2020,4.333333333
Baldur's Gate,11/03/2020,5.4
Baldur's Gate,12/03/2020,8.25
Baldur's Gate,13/03/2020,7
Baldur's Gate,14/03/2020,7.857142857
Baldur's Gate,15/03/2020,6.666666667
Baldur's Gate,16/03/2020,10
Baldur's Gate,17/03/2020,9
Baldur's Gate,18/03/2020,7.25
Baldur's Gate,19/03/2020,10
Baldur's Gate,20/03/2020,7.076923077
Baldur's Gate,21/03/2020,5.2
Baldur's Gate,22/03/2020,6.222222222
Baldur's Gate,23/03/2020,6
Baldur's Gate,24/03/2020,8.4
Baldur's Gate,25/03/2020,9.2
Baldur's Gate,26/03/2020,8.4
Baldur's Gate,27/03/2020,7.25
Baldur's Gate,28/03/2020,10.33333333
Baldur's Gate,29/03/2020,5.142857143
Baldur's Gate,30/03/2020,1
Baldur's Gate,31/03/2020,4.666666667
Baldur's Gate,01/04/2020,7.666666667
Baldur's Gate,02/04/2020,6.666666667
Baldur's Gate,03/04/2020,7
Baldur's Gate,04/04/2020,3
Baldur's Gate,05/04/2020,4.6
Baldur's Gate,06/04/2020,3.25
Baldur's Gate,07/04/2020,8.666666667
Baldur's Gate,08/04/2020,6.625
Baldur's Gate,09/04/2020,7
Baldur's Gate,10/04/2020,5.444444444
Baldur's Gate,11/04/2020,8.5
Baldur's Gate,12/04/2020,8.6
Baldur's Gate,13/04/2020,5.625
Baldur's Gate,14/04/2020,5.75
Baldur's Gate,15/04/2020,6.6
Baldur's Gate,16/04/2020,7.25
Baldur's Gate,17/04/2020,7.333333333
Baldur's Gate,18/04/2020,7
Baldur's Gate,19/04/2020,6.888888889
Baldur's Gate,20/04/2020,8.8
Baldur's Gate,21/04/2020,7.727272727
Baldur's Gate,22/04/2020,2.857142857
Baldur's Gate,23/04/2020,5.875
Baldur's Gate,24/04/2020,3.25
Baldur's Gate,25/04/2020,4.714285714
Baldur's Gate,26/04/2020,9.166666667
Baldur's Gate,27/04/2020,8.333333333
Baldur's Gate,28/04/2020,5.875
Baldur's Gate,29/04/2020,9
Baldur's Gate,30/04/2020,8.375
Baldur's Gate,01/05/2020,3
Baldur's Gate,02/05/2020,6
Baldur's Gate,03/05/2020,7
Baldur's Gate,04/05/2020,8.5
Baldur's Gate,05/05/2020,6
Baldur's Gate,06/05/2020,7
Baldur's Gate,07/05/2020,4.333333333
Baldur's Gate,08/05/2020,8
Baldur's Gate,09/05/2020,5.285714286
Baldur's Gate,10/05/2020,7.833333333
Baldur's Gate,11/05/2020,5.444444444
Baldur's Gate,12/05/2020,3.5
Baldur's Gate,13/05/2020,6.142857143
Baldur's Gate,14/05/2020,6.769230769
Baldur's Gate,15/05/2020,6.1
Baldur's Gate,16/05/2020,5
Baldur's Gate,17/05/2020,5.916666667
Baldur's Gate,18/05/2020,9.636363636
Baldur's Gate,19/05/2020,8.75
Baldur's Gate,20/05/2020,7.166666667
Baldur's Gate,21/05/2020,5.375
Baldur's Gate,22/05/2020,4.454545455
Baldur's Gate,23/05/2020,8.454545455
Baldur's Gate,24/05/2020,5.714285714
Baldur's Gate,25/05/2020,7.7
Baldur's Gate,26/05/2020,8.888888889
Baldur's Gate,27/05/2020,4.142857143
Baldur's Gate,28/05/2020,6.272727273
Baldur's Gate,29/05/2020,8.333333333
Baldur's Gate,30/05/2020,7
Baldur's Gate,31/05/2020,9.25
Baldur's Gate,01/06/2020,4.833333333
Baldur's Gate,02/06/2020,7
Baldur's Gate,03/06/2020,5.8
Baldur's Gate,04/06/2020,6.2
Baldur's Gate,05/06/2020,8.833333333
Baldur's Gate,06/06/2020,8
Baldur's Gate,07/06/2020,8.9
Baldur's Gate,08/06/2020,6.7
Baldur's Gate,09/06/2020,8.857142857
Baldur's Gate,10/06/2020,10.42857143
Baldur's Gate,11/06/2020,7.777777778
Baldur's Gate,12/06/2020,7
Baldur's Gate,13/06/2020,6.833333333
Baldur's Gate,14/06/2020,8.8
Baldur's Gate,15/06/2020,8.142857143
Baldur's Gate,16/06/2020,8.75
Baldur's Gate,17/06/2020,5.2
Baldur's Gate,18/06/2020,6.6
Baldur's Gate,19/06/2020,8.5
Baldur's Gate,20/06/2020,8.8
Baldur's Gate,21/06/2020,7.8
Baldur's Gate,22/06/2020,8.285714286
Baldur's Gate,23/06/2020,7.916666667
Baldur's Gate,24/06/2020,8.333333333
Baldur's Gate,25/06/2020,8.6
Baldur's Gate,26/06/2020,5.25
Baldur's Gate,27/06/2020,6.4
Baldur's Gate,28/06/2020,6.833333333
Baldur's Gate,29/06/2020,6.25
Baldur's Gate,30/06/2020,6.833333333
Baldur's Gate,01/07/2020,3.5
Baldur's Gate,02/07/2020,6.5
Baldur's Gate,03/07/2020,5.727272727
Baldur's Gate,04/07/2020,8.375
Baldur's Gate,05/07/2020,5.571428571
Baldur's Gate,06/07/2020,6
Baldur's Gate,07/07/2020,8.285714286
Baldur's Gate,08/07/2020,7.3
Baldur's Gate,09/07/2020,6.714285714
Baldur's Gate,10/07/2020,7.416666667
Baldur's Gate,11/07/2020,5.333333333
Baldur's Gate,12/07/2020,5
Baldur's Gate,13/07/2020,12.25
Baldur's Gate,14/07/2020,7.428571429
Baldur's Gate,15/07/2020,5
Baldur's Gate,16/07/2020,6
Baldur's Gate,17/07/2020,7.555555556
Baldur's Gate,18/07/2020,5.571428571
Baldur's Gate,19/07/2020,4.25
Baldur's Gate,20/07/2020,8
Baldur's Gate,21/07/2020,7.8125
Baldur's Gate,22/07/2020,10.9
Baldur's Gate,23/07/2020,6.2
Baldur's Gate,24/07/2020,5.333333333
Baldur's Gate,25/07/2020,7.2
Baldur's Gate,26/07/2020,4.333333333
Baldur's Gate,27/07/2020,8.090909091
Baldur's Gate,28/07/2020,6.357142857
Baldur's Gate,29/07/2020,8.5
Baldur's Gate,30/07/2020,8.777777778
Baldur's Gate,31/07/2020,5.5
Baldur's Gate,01/08/2020,5.857142857
Baldur's Gate,02/08/2020,11
Baldur's Gate,03/08/2020,6.75
Baldur's Gate,04/08/2020,6.6
Baldur's Gate,05/08/2020,6.25
Baldur's Gate,06/08/2020,6.222222222
Baldur's Gate,07/08/2020,8.5
Baldur's Gate,08/08/2020,6.25
Baldur's Gate,09/08/2020,7.166666667
Baldur's Gate,10/08/2020,6.2
Baldur's Gate,11/08/2020,8.769230769
Baldur's Gate,12/08/2020,7.555555556
Baldur's Gate,13/08/2020,11.5
Baldur's Gate,14/08/2020,7.857142857
Baldur's Gate,15/08/2020,5.4
Baldur's Gate,16/08/2020,8.333333333
Baldur's Gate,17/08/2020,5.75
Baldur's Gate,18/08/2020,7.333333333
Baldur's Gate,19/08/2020,5.875
Baldur's Gate,20/08/2020,7
Baldur's Gate,21/08/2020,8.428571429
Baldur's Gate,22/08/2020,5.5
Baldur's Gate,23/08/2020,5.454545455
Baldur's Gate,24/08/2020,7
Baldur's Gate,25/08/2020,6.916666667
Baldur's Gate,26/08/2020,7.333333333
Baldur's Gate,27/08/2020,4.2
Baldur's Gate,28/08/2020,6.3
Baldur's Gate,29/08/2020,8.333333333
Baldur's Gate,30/08/2020,3.666666667
Baldur's Gate,31/08/2020,7.285714286
Baldur's Gate,01/09/2020,5.875
Baldur's Gate,02/09/2020,8
Baldur's Gate,03/09/2020,9.833333333
Baldur's Gate,04/09/2020,5
Baldur's Gate,05/09/2020,4.571428571
Baldur's Gate,06/09/2020,3.571428571
Baldur's Gate,07/09/2020,10.25
Baldur's Gate,08/09/2020,3.2
Baldur's Gate,09/09/2020,6.625
Baldur's Gate,10/09/2020,6.4
Baldur's Gate,11/09/2020,8.125
Baldur's Gate,12/09/2020,7
Baldur's Gate,13/09/2020,8.4
Baldur's Gate,14/09/2020,8.333333333
Baldur's Gate,15/09/2020,8.8
Baldur's Gate,16/09/2020,5.833333333
Baldur's Gate,17/09/2020,7.3
Baldur's Gate,18/09/2020,8.375
Baldur's Gate,19/09/2020,9.285714286
Baldur's Gate,20/09/2020,5.75
Baldur's Gate,21/09/2020,8
Baldur's Gate,22/09/2020,7.75
Baldur's Gate,23/09/2020,5.428571429
Baldur's Gate,24/09/2020,5.5
Baldur's Gate,25/09/2020,6.222222222
Baldur's Gate,26/09/2020,8
Baldur's Gate,27/09/2020,7.666666667
Baldur's Gate,28/09/2020,11
Baldur's Gate,29/09/2020,9.8
Baldur's Gate,30/09/2020,6.714285714
Baldur's Gate,01/10/2020,6.8
Baldur's Gate,02/10/2020,6.4
Baldur's Gate,03/10/2020,8.3
Baldur's Gate,04/10/2020,6.222222222
Baldur's Gate,05/10/2020,8.111111111
Baldur's Gate,06/10/2020,5.285714286
Baldur's Gate,07/10/2020,8.25
Baldur's Gate,08/10/2020,6.076923077
Baldur's Gate,09/10/2020,7.1
Baldur's Gate,10/10/2020,5.8
Baldur's Gate,11/10/2020,6.714285714
Baldur's Gate,12/10/2020,6.333333333
Baldur's Gate,13/10/2020,8.818181818
Baldur's Gate,14/10/2020,6.416666667
Baldur's Gate,15/10/2020,8
Baldur's Gate,16/10/2020,8.666666667
Baldur's Gate,17/10/2020,5.454545455
Baldur's Gate,18/10/2020,7.6
Baldur's Gate,19/10/2020,7.2
Baldur's Gate,20/10/2020,4.285714286
Baldur's Gate,21/10/2020,7.25
Baldur's Gate,22/10/2020,8.25
Baldur's Gate,23/10/2020,6.857142857
Baldur's Gate,24/10/2020,5.75
Baldur's Gate,25/10/2020,9.272727273
Baldur's Gate,26/10/2020,6.5
Baldur's Gate,27/10/2020,8.666666667
Baldur's Gate,28/10/2020,6.636363636
Baldur's Gate,29/10/2020,6
Baldur's Gate,30/10/2020,7.333333333
Baldur's Gate,31/10/2020,9
Baldur's Gate,01/11/2020,6.166666667
Baldur's Gate,02/11/2020,6
Baldur's Gate,03/11/2020,3.777777778
Baldur's Gate,04/11/2020,7
Baldur's Gate,05/11/2020,8.333333333
Baldur's Gate,06/11/2020,7.4
Baldur's Gate,07/11/2020,6.666666667
Baldur's Gate,08/11/2020,5.076923077
Baldur's Gate,09/11/2020,5.9
Baldur's Gate,10/11/2020,7
Baldur's Gate,11/11/2020,8.8
Baldur's Gate,12/11/2020,7.25
Baldur's Gate,13/11/2020,9
Baldur's Gate,14/11/2020,11.66666667
Baldur's Gate,15/11/2020,8.333333333
Baldur's Gate,16/11/2020,7.333333333
Baldur's Gate,17/11/2020,7
Baldur's Gate,18/11/2020,7.909090909
Baldur's Gate,19/11/2020,6
Baldur's Gate,20/11/2020,9.125
Baldur's Gate,21/11/2020,6.625
Baldur's Gate,22/11/2020,5.857142857
Baldur's Gate,23/11/2020,10.75
Baldur's Gate,24/11/2020,10.16666667
Baldur's Gate,25/11/2020,6.8
Baldur's Gate,26/11/2020,7.571428571
Baldur's Gate,27/11/2020,3.833333333
Baldur's Gate,28/11/2020,8.333333333
Baldur's Gate,29/11/2020,7.2
Baldur's Gate,30/11/2020,5.3
Baldur's Gate,01/12/2020,8.777777778
Baldur's Gate,02/12/2020,8.333333333
Baldur's Gate,03/12/2020,5.5
Baldur's Gate,04/12/2020,8.125
Baldur's Gate,05/12/2020,8
Baldur's Gate,06/12/2020,7.2
Baldur's Gate,07/12/2020,8.666666667
Baldur's Gate,08/12/2020,6.8
Baldur's Gate,09/12/2020,4.555555556
Baldur's Gate,10/12/2020,6
Baldur's Gate,11/12/2020,9
Baldur's Gate,12/12/2020,8.222222222
Baldur's Gate,13/12/2020,7
Baldur's Gate,14/12/2020,7.777777778
Baldur's Gate,15/12/2020,7.125
Baldur's Gate,16/12/2020,8.25
Baldur's Gate,17/12/2020,6.333333333
Baldur's Gate,18/12/2020,5
Baldur's Gate,19/12/2020,6.6
Baldur's Gate,20/12/2020,7.4
Baldur's Gate,21/12/2020,10
Baldur's Gate,22/12/2020,5.166666667
Baldur's Gate,23/12/2020,5.454545455
Baldur's Gate,24/12/2020,5.25
Baldur's Gate,25/12/2020,7.857142857
Baldur's Gate,26/12/2020,8.666666667
Baldur's Gate,27/12/2020,8.4
Baldur's Gate,28/12/2020,9.428571429
Baldur's Gate,29/12/2020,6.833333333
Baldur's Gate,30/12/2020,5.4
Baldur's Gate,31/12/2020,8
Baldur's Gate,01/01/2021,5.875
Baldur's Gate,02/01/2021,3.888888889
Baldur's Gate,03/01/2021,7.714285714
Baldur's Gate,04/01/2021,7.125
Baldur's Gate,05/01/2021,8.875
Baldur's Gate,06/01/2021,5.75
Baldur's Gate,07/01/2021,8.625
Baldur's Gate,08/01/2021,8.555555556
Baldur's Gate,09/01/2021,9.5
Baldur's Gate,10/01/2021,5.555555556
Baldur's Gate,11/01/2021,6
Baldur's Gate,12/01/2021,6
Baldur's Gate,13/01/2021,8.5
Baldur's Gate,14/01/2021,5.5
Baldur's Gate,15/01/2021,8.777777778
Baldur's Gate,16/01/2021,6.25
Baldur's Gate,17/01/2021,8.5
Baldur's Gate,18/01/2021,6.166666667
Baldur's Gate,19/01/2021,2.75
Baldur's Gate,20/01/2021,8.833333333
Baldur's Gate,21/01/2021,4.888888889
Baldur's Gate,22/01/2021,5.333333333
Baldur's Gate,23/01/2021,6.25
Baldur's Gate,24/01/2021,6
Baldur's Gate,25/01/2021,5.8
Baldur's Gate,26/01/2021,6.875
Baldur's Gate,27/01/2021,6.166666667
Baldur's Gate,28/01/2021,8.857142857
Baldur's Gate,29/01/2021,8
Baldur's Gate,30/01/2021,10
Baldur's Gate,31/01/2021,4.857142857
Baldur's Gate,01/02/2021,9
Baldur's Gate,02/02/2021,7.666666667
Baldur's Gate,03/02/2021,7.571428571
Baldur's Gate,04/02/2021,5
Baldur's Gate,05/02/2021,4
Baldur's Gate,06/02/2021,6.6
Baldur's Gate,07/02/2021,4.222222222
Baldur's Gate,08/02/2021,6.75
Baldur's Gate,09/02/2021,6.1
Baldur's Gate,10/02/2021,9
Baldur's Gate,11/02/2021,5.75
Baldur's Gate,12/02/2021,9.2
Baldur's Gate,13/02/2021,8.571428571
Baldur's Gate,14/02/2021,7.428571429
Baldur's Gate,15/02/2021,6.833333333
Baldur's Gate,16/02/2021,7.857142857
Baldur's Gate,17/02/2021,6.3
Baldur's Gate,18/02/2021,8.416666667
Baldur's Gate,19/02/2021,6.818181818
Baldur's Gate,20/02/2021,6.545454545
Baldur's Gate,21/02/2021,7.285714286
Baldur's Gate,22/02/2021,7.5
Baldur's Gate,23/02/2021,8.666666667
Baldur's Gate,24/02/2021,6.875
Baldur's Gate,25/02/2021,7.142857143
Baldur's Gate,26/02/2021,6.444444444
Baldur's Gate,27/02/2021,7
Baldur's Gate,28/02/2021,7
Baldur's Gate,01/03/2021,4
Baldur's Gate,02/03/2021,5.666666667
Baldur's Gate,03/03/2021,8.2
Baldur's Gate,04/03/2021,8
Baldur's Gate,05/03/2021,2.9
Baldur's Gate,06/03/2021,5.8
Baldur's Gate,07/03/2021,7
Baldur's Gate,08/03/2021,6.307692308
Baldur's Gate,09/03/2021,7.933333333
Baldur's Gate,10/03/2021,6.625
Baldur's Gate,11/03/2021,5.888888889
Baldur's Gate,12/03/2021,3.833333333
Baldur's Gate,13/03/2021,3.5
Baldur's Gate,14/03/2021,7.666666667
Baldur's Gate,15/03/2021,7.444444444
Baldur's Gate,16/03/2021,7.625
Baldur's Gate,17/03/2021,8.8
Baldur's Gate,18/03/2021,9
Baldur's Gate,19/03/2021,6.25
Baldur's Gate,20/03/2021,7.714285714
Baldur's Gate,21/03/2021,8.5
Baldur's Gate,22/03/2021,5.777777778
Baldur's Gate,23/03/2021,6
Baldur's Gate,24/03/2021,4.75
Baldur's Gate,25/03/2021,8
Baldur's Gate,26/03/2021,8.461538462
Baldur's Gate,27/03/2021,9.5
Baldur's Gate,28/03/2021,7.833333333
Baldur's Gate,29/03/2021,6.777777778
Baldur's Gate,30/03/2021,8.2
Baldur's Gate,31/03/2021,6
Baldur's Gate,01/04/2021,5.8
Baldur's Gate,02/04/2021,6.2
Baldur's Gate,03/04/2021,6.111111111
Baldur's Gate,04/04/2021,9.714285714
Baldur's Gate,05/04/2021,7.888888889
Baldur's Gate,06/04/2021,11.75
Baldur's Gate,07/04/2021,7.2
Baldur's Gate,08/04/2021,9.333333333
Baldur's Gate,09/04/2021,9.411764706
Baldur's Gate,10/04/2021,6.5
Baldur's Gate,11/04/2021,8.5
Baldur's Gate,12/04/2021,5.25
Baldur's Gate,13/04/2021,8.555555556
Baldur's Gate,14/04/2021,7.2
Baldur's Gate,15/04/2021,5.818181818
Baldur's Gate,16/04/2021,5.666666667
Baldur's Gate,17/04/2021,7.666666667
Baldur's Gate,18/04/2021,7.363636364
Baldur's Gate,19/04/2021,8
Baldur's Gate,20/04/2021,10.14285714
Baldur's Gate,21/04/2021,8.555555556
Baldur's Gate,22/04/2021,5.875
Baldur's Gate,23/04/2021,7.2
Baldur's Gate,24/04/2021,5.25
Baldur's Gate,25/04/2021,6.5
Baldur's Gate,26/04/2021,5.333333333
Baldur's Gate,27/04/2021,10.25
Baldur's Gate,28/04/2021,5.6
Baldur's Gate,29/04/2021,4.4
Baldur's Gate,30/04/2021,7.666666667
Baldur's Gate,01/05/2021,10.57142857
Baldur's Gate,02/05/2021,9.6
Baldur's Gate,03/05/2021,7.6
Baldur's Gate,04/05/2021,11
Baldur's Gate,05/05/2021,5.75
Baldur's Gate,06/05/2021,8
Baldur's Gate,07/05/2021,5.2
Baldur's Gate,08/05/2021,8.714285714
Baldur's Gate,09/05/2021,4.111111111
Baldur's Gate,10/05/2021,9.5
Baldur's Gate,11/05/2021,8
Baldur's Gate,12/05/2021,6.5
Baldur's Gate,13/05/2021,7.285714286
Baldur's Gate,14/05/2021,5.9
Baldur's Gate,15/05/2021,3
Baldur's Gate,16/05/2021,5.166666667
Baldur's Gate,17/05/2021,7.727272727
Baldur's Gate,18/05/2021,7
Baldur's Gate,19/05/2021,11.42857143
Baldur's Gate,20/05/2021,6.333333333
Baldur's Gate,21/05/2021,7.125
Baldur's Gate,22/05/2021,6
Baldur's Gate,23/05/2021,7.571428571
Baldur's Gate,24/05/2021,4.2
Baldur's Gate,25/05/2021,4
Baldur's Gate,26/05/2021,6.857142857
Baldur's Gate,27/05/2021,6
Baldur's Gate,28/05/2021,4.875
Baldur's Gate,29/05/2021,6.5
Baldur's Gate,30/05/2021,7.714285714
Baldur's Gate,31/05/2021,9
Baldur's Gate,01/06/2021,56.88888889
Baldur's Gate,02/06/2021,100.4
Baldur's Gate,03/06/2021,72.42857143
Baldur's Gate,04/06/2021,122.5555556
Baldur's Gate,05/06/2021,81.66666667
Baldur's Gate,06/06/2021,95
Baldur's Gate,07/06/2021,76.83333333
Baldur's Gate,08/06/2021,87.55555556
Baldur's Gate,09/06/2021,60.625
Baldur's Gate,10/06/2021,55.33333333
Baldur's Gate,11/06/2021,90.6
Baldur's Gate,12/06/2021,107
Baldur's Gate,13/06/2021,62
Baldur's Gate,14/06/2021,102.5384615
Baldur's Gate,15/06/2021,90.8
Baldur's Gate,16/06/2021,64.28571429
Baldur's Gate,17/06/2021,123.4285714
Baldur's Gate,18/06/2021,74.125
Baldur's Gate,19/06/2021,43.42857143
Baldur's Gate,20/06/2021,24
Baldur's Gate,21/06/2021,62.14285714
Baldur's Gate,22/06/2021,9.333333333
Baldur's Gate,23/06/2021,52
Baldur's Gate,24/06/2021,73.75
Baldur's Gate,25/06/2021,108.6
Baldur's Gate,26/06/2021,71
Baldur's Gate,27/06/2021,84.875
Baldur's Gate,28/06/2021,56.5
Baldur's Gate,29/06/2021,75.66666667
Baldur's Gate,30/06/2021,42.85714286
Baldur's Gate,01/07/2021,126.6666667
Baldur's Gate,02/07/2021,97.5
Baldur's Gate,03/07/2021,52.4
Baldur's Gate,04/07/2021,66.83333333
Baldur's Gate,05/07/2021,65.71428571
Baldur's Gate,06/07/2021,42.5
Baldur's Gate,07/07/2021,23.71428571
Baldur's Gate,08/07/2021,57.63636364
Baldur's Gate,09/07/2021,48.42857143
Baldur's Gate,10/07/2021,60.75
Baldur's Gate,11/07/2021,37.42857143
Baldur's Gate,12/07/2021,84.33333333
Baldur's Gate,13/07/2021,39.28571429
Baldur's Gate,14/07/2021,102.875
Baldur's Gate,15/07/2021,73.4
Baldur's Gate,16/07/2021,48.5
Baldur's Gate,17/07/2021,52.42857143
Baldur's Gate,18/07/2021,33.5
Baldur's Gate,19/07/2021,61.16666667
Baldur's Gate,20/07/2021,55.5
Baldur's Gate,21/07/2021,47.7
Baldur's Gate,22/07/2021,74.66666667
Baldur's Gate,23/07/2021,39.88888889
Baldur's Gate,24/07/2021,41
Baldur's Gate,25/07/2021,65
Baldur's Gate,26/07/2021,54
Baldur's Gate,27/07/2021,60
Baldur's Gate,28/07/2021,37.58333333
Baldur's Gate,29/07/2021,73.14285714
Baldur's Gate,30/07/2021,64.625
Baldur's Gate,31/07/2021,36.66666667
Baldur's Gate,01/08/2021,34.85714286
Baldur's Gate,02/08/2021,27.75
Baldur's Gate,03/08/2021,45
Baldur's Gate,04/08/2021,95.6
Baldur's Gate,05/08/2021,29.25
Baldur's Gate,06/08/2021,29
Baldur's Gate,07/08/2021,18.5
Baldur's Gate,08/08/2021,54
Baldur's Gate,09/08/2021,16.625
Baldur's Gate,10/08/2021,69.77777778
Baldur's Gate,11/08/2021,46
Baldur's Gate,12/08/2021,42
Baldur's Gate,13/08/2021,47.875
Baldur's Gate,14/08/2021,27.84615385
Baldur's Gate,15/08/2021,35.5
Baldur's Gate,16/08/2021,64.25
Baldur's Gate,17/08/2021,35.36363636
Baldur's Gate,18/08/2021,43.66666667
Baldur's Gate,19/08/2021,67.8
Baldur's Gate,20/08/2021,47.125
Baldur's Gate,21/08/2021,45.28571429
Baldur's Gate,22/08/2021,44.5
Baldur's Gate,23/08/2021,42.5
Baldur's Gate,24/08/2021,41.125
Baldur's Gate,25/08/2021,65.88888889
Baldur's Gate,26/08/2021,39.16666667
Baldur's Gate,27/08/2021,72
Baldur's Gate,28/08/2021,21.2
Baldur's Gate,29/08/2021,39.5
Baldur's Gate,30/08/2021,35
Baldur's Gate,31/08/2021,57.1
Baldur's Gate,01/09/2021,33
Baldur's Gate,02/09/2021,46
Baldur's Gate,03/09/2021,26
Baldur's Gate,04/09/2021,40.42857143
Baldur's Gate,05/09/2021,20.18181818
Baldur's Gate,06/09/2021,18.25
Baldur's Gate,07/09/2021,27.45454545
Baldur's Gate,08/09/2021,37
Baldur's Gate,09/09/2021,20.44444444
Baldur's Gate,10/09/2021,33.57142857
Baldur's Gate,11/09/2021,38.25
Baldur's Gate,12/09/2021,34.71428571
Baldur's Gate,13/09/2021,29.90909091
Baldur's Gate,14/09/2021,15.5
Baldur's Gate,15/09/2021,35.2
